"rt","object","workerid","Answer.time_in_minutes","slide_number_in_experiment","utterance","response","speaker_cond"
7080,"chair_plastic_purple",22,2.48486666666667,7,"chair","['plastic', 'purple']","list2"
9939,"ball_plastic_green",22,2.48486666666667,8,"ball","['rubber', 'green']","list2"
8389,"ball_rubber_blue",22,2.48486666666667,9,"ball","['rubber', 'blue']","list2"
6429,"pitcher_glass_blue",22,2.48486666666667,10,"pitcher","['glass', 'blue']","list2"
6304,"bottle_plastic_blue",22,2.48486666666667,11,"bottle","['plastic', 'blue']","list2"
11885,"bottle_glass_green",22,2.48486666666667,12,"bottle","['glass', 'green']","list2"
19993,"spoon_metal_green",22,2.48486666666667,13,"spoon","['metal', 'green']","list2"
0,"Barbara",23,3.56033333333333,1,"bot_check","Barbara","list2"
26987,"chair_plastic_purple",23,3.56033333333333,3,"chair","['plastic', 'purple']","list2"
7398,"ball_rubber_blue",23,3.56033333333333,4,"ball","['rubber', 'blue']","list2"
9207,"bowl_metal_blue",23,3.56033333333333,5,"bowl","['metal', 'blue']","list2"
9696,"table_metal_blue",23,3.56033333333333,6,"table","['wood', 'blue']","list2"
9202,"ball_plastic_green",23,3.56033333333333,7,"ball","['rubber', 'green']","list2"
7696,"bottle_glass_green",23,3.56033333333333,8,"bottle","['glass', 'green']","list2"
11695,"spoon_metal_green",23,3.56033333333333,9,"spoon","['metal', 'green']","list2"
8983,"cup_plastic_green",23,3.56033333333333,10,"cup","['plastic', 'green']","list2"
8759,"bottle_plastic_blue",23,3.56033333333333,11,"bottle","['plastic', 'blue']","list2"
9600,"spoon_plastic_green",23,3.56033333333333,12,"spoon","['plastic', 'green']","list2"
9177,"pitcher_glass_blue",23,3.56033333333333,13,"pitcher","['glass', 'blue']","list2"
0,"Linda",24,1.97656666666667,1,"bot_check","Linda","list2"
10023,"chair_plastic_purple",24,1.97656666666667,3,"chair","['plastic', 'purple']","list2"
7736,"bowl_metal_blue",24,1.97656666666667,4,"bowl","['metal', 'blue']","list2"
15874,"table_metal_blue",24,1.97656666666667,5,"table","['aluminum', 'blue']","list2"
7221,"ball_plastic_green",24,1.97656666666667,6,"ball","['rubber', 'green']","list2"
8582,"spoon_metal_green",24,1.97656666666667,7,"spoon","['metal', 'green']","list2"
8722,"ball_rubber_blue",24,1.97656666666667,8,"ball","['rubber', 'blue']","list2"
6230,"pitcher_glass_blue",24,1.97656666666667,9,"pitcher","['glass', 'blue']","list2"
6386,"bottle_glass_green",24,1.97656666666667,10,"bottle","['glass', 'green']","list2"
7666,"cup_plastic_green",24,1.97656666666667,11,"cup","['plastic', 'green']","list2"
7835,"spoon_plastic_green",24,1.97656666666667,12,"spoon","['plastic', 'green']","list2"
8340,"bottle_plastic_blue",24,1.97656666666667,13,"bottle","['plastic', 'blue']","list2"
0,"Susan",25,2.77938333333333,1,"bot_check","Susan","list2"
6624,"pitcher_glass_blue",25,2.77938333333333,3,"pitcher","['plastic', 'blue']","list2"
6698,"cup_plastic_green",25,2.77938333333333,4,"cup","['plastic', 'green']","list2"
8215,"bottle_plastic_blue",25,2.77938333333333,5,"bottle","['plastic', 'blue']","list2"
14543,"bowl_metal_blue",25,2.77938333333333,6,"bowl","['plastic', 'blue']","list2"
10739,"ball_plastic_green",25,2.77938333333333,7,"ball","['plastic', 'green']","list2"
34025,"chair_plastic_purple",25,2.77938333333333,8,"chair","['plastic', 'purple']","list2"
6029,"bottle_glass_green",25,2.77938333333333,9,"bottle","['glass', 'green']","list2"
13751,"spoon_metal_green",25,2.77938333333333,10,"spoon","['metal', 'green']","list2"
30662,"spoon_plastic_green",25,2.77938333333333,11,"spoon","['metal', 'green']","list2"
7383,"table_metal_blue",25,2.77938333333333,12,"table","['metal', 'blue']","list2"
6365,"ball_rubber_blue",25,2.77938333333333,13,"ball","['rubber', 'blue']","list2"
0,"Barbara",26,2.51256666666667,1,"bot_check","Barbara","list2"
8186,"bowl_metal_blue",26,2.51256666666667,3,"bowl","['metal', 'silver']","list2"
10973,"spoon_plastic_green",26,2.51256666666667,4,"spoon","['plastic', 'green']","list2"
9689,"bottle_glass_green",26,2.51256666666667,5,"bottle","['glass', 'green']","list2"
14549,"table_metal_blue",26,2.51256666666667,6,"table","['metal', 'blue']","list2"
8558,"chair_plastic_purple",26,2.51256666666667,7,"chair","['plastic', 'purple']","list2"
8159,"ball_plastic_green",26,2.51256666666667,8,"ball","['rubber', 'green']","list2"
7137,"bottle_plastic_blue",26,2.51256666666667,9,"bottle","['plastic', 'blue']","list2"
8526,"pitcher_glass_blue",26,2.51256666666667,10,"pitcher","['glass', 'blue']","list2"
10528,"ball_rubber_blue",26,2.51256666666667,11,"ball","['plastic', 'blue']","list2"
6629,"spoon_metal_green",26,2.51256666666667,12,"spoon","['metal', 'green']","list2"
14691,"cup_plastic_green",26,2.51256666666667,13,"cup","['plastic', 'green']","list2"
0,"Mary",27,1.53743333333333,1,"bot_check","Mary","list2"
9415,"bowl_metal_blue",27,1.53743333333333,3,"bowl","['metal', 'blue']","list2"
5057,"bottle_plastic_blue",27,1.53743333333333,4,"bottle","['plastic', 'blue']","list2"
6799,"spoon_plastic_green",27,1.53743333333333,5,"spoon","['plastic', 'green']","list2"
5585,"ball_rubber_blue",27,1.53743333333333,6,"ball","['plastic', 'blue']","list2"
5465,"bottle_glass_green",27,1.53743333333333,7,"bottle","['glass', 'green']","list2"
6583,"table_metal_blue",27,1.53743333333333,8,"table","['metal', 'blue']","list2"
2848,"pitcher_glass_blue",27,1.53743333333333,9,"pitcher","['glass', 'blue']","list2"
3673,"chair_plastic_purple",27,1.53743333333333,10,"chair","['plastic', 'purple']","list2"
4881,"cup_plastic_green",27,1.53743333333333,11,"cup","['plastic', 'green']","list2"
4084,"ball_plastic_green",27,1.53743333333333,12,"ball","['plastic', 'green']","list2"
6857,"spoon_metal_green",27,1.53743333333333,13,"spoon","['metal', 'green']","list2"
0,"Mary",28,3.91118333333333,1,"bot_check","Mary","list2"
10038,"ball_plastic_green",28,3.91118333333333,3,"ball","['Rubber', 'Green']","list2"
12656,"pitcher_glass_blue",28,3.91118333333333,4,"pitcher","['Glass', 'Blue']","list2"
6969,"bottle_glass_green",28,3.91118333333333,5,"bottle","['Glass', 'Green']","list2"
7638,"cup_plastic_green",28,3.91118333333333,6,"cup","['Plastic', 'Green']","list2"
7297,"chair_plastic_purple",28,3.91118333333333,7,"chair","['Plastic', 'Purple']","list2"
11471,"bowl_metal_blue",28,3.91118333333333,8,"bowl","['Metal', 'Silver']","list2"
9751,"table_metal_blue",28,3.91118333333333,9,"table","['Metal', 'silver']","list2"
117633,"bottle_plastic_blue",28,3.91118333333333,10,"bottle","['plastic', 'blue']","list2"
17209,"ball_rubber_blue",28,3.91118333333333,11,"ball","['foam', 'purple']","list2"
6024,"spoon_plastic_green",28,3.91118333333333,12,"spoon","['plastic', 'green']","list2"
5927,"spoon_metal_green",28,3.91118333333333,13,"spoon","['metal', 'green']","list2"
0,"Barbara",29,1.69363333333333,1,"bot_check","Barbara","list2"
8221,"bottle_glass_green",29,1.69363333333333,3,"bottle","['glass', 'green']","list2"
10120,"spoon_metal_green",29,1.69363333333333,4,"spoon","['stainless steel', 'silver']","list2"
7166,"ball_rubber_blue",29,1.69363333333333,5,"ball","['rubber', 'blue']","list2"
5960,"ball_plastic_green",29,1.69363333333333,6,"ball","['plastic', 'green']","list2"
7866,"table_metal_blue",29,1.69363333333333,7,"table","['metal', 'blue']","list2"
5520,"cup_plastic_green",29,1.69363333333333,8,"cup","['plastic', 'green']","list2"
9058,"pitcher_glass_blue",29,1.69363333333333,9,"pitcher","['glass', 'blue']","list2"
5413,"chair_plastic_purple",29,1.69363333333333,10,"chair","['plastic', 'purple']","list2"
5064,"bottle_plastic_blue",29,1.69363333333333,11,"bottle","['plastic', 'blue']","list2"
5904,"spoon_plastic_green",29,1.69363333333333,12,"spoon","['plastic', 'green']","list2"
8896,"bowl_metal_blue",29,1.69363333333333,13,"bowl","['aluminum', 'blue']","list2"
0,"Barbara",30,4.16533333333333,1,"bot_check","Barbara","list3"
16583,"bottle_glass_blue",30,4.16533333333333,3,"bottle","['bottle', 'blue']","list3"
10383,"table_metal_original",30,4.16533333333333,4,"table","['table', 'grey']","list3"
7040,"boot_leather_blue",30,4.16533333333333,5,"boot","['shoe', 'black']","list3"
8160,"table_wood_green",30,4.16533333333333,6,"table","['stool', 'green']","list3"
25776,"chair_wood_purple",30,4.16533333333333,7,"chair","['chair', 'blue']","list3"
9351,"plate_paper_blue",30,4.16533333333333,8,"plate","['plate', 'blue']","list3"
8719,"bowl_metal_green",30,4.16533333333333,9,"bowl","['bowl', 'green']","list3"
8248,"ball_plastic_original",30,4.16533333333333,10,"ball","['ball', 'red']","list3"
14967,"pitcher_metal_blue",30,4.16533333333333,11,"pitcher","['jug', 'blue']","list3"
13888,"spoon_plastic_blue",30,4.16533333333333,12,"spoon","['spoon', 'blue']","list3"
16192,"ball_rubber_green",30,4.16533333333333,13,"ball","['ball', 'green']","list3"
78287,"cup_plastic_blue",30,4.16533333333333,14,"cup","['glass', 'blue']","list3"
0,"Linda",31,2.53796666666667,1,"bot_check","Linda","list3"
12972,"cup_plastic_blue",31,2.53796666666667,3,"cup","['plastic', 'blue']","list3"
11392,"ball_rubber_green",31,2.53796666666667,4,"ball","['rubber', 'green']","list3"
9259,"table_metal_original",31,2.53796666666667,5,"table","['metal', 'gray']","list3"
7032,"ball_plastic_original",31,2.53796666666667,6,"ball","['rubber', 'red']","list3"
8602,"bottle_glass_blue",31,2.53796666666667,7,"bottle","['glass', 'blue']","list3"
11392,"pitcher_metal_blue",31,2.53796666666667,8,"pitcher","['tin', 'gray']","list3"
7640,"plate_paper_blue",31,2.53796666666667,9,"plate","['paper', 'white']","list3"
7802,"boot_leather_blue",31,2.53796666666667,10,"boot","['leather', 'black']","list3"
8056,"spoon_plastic_blue",31,2.53796666666667,11,"spoon","['plastic', 'white']","list3"
6460,"chair_wood_purple",31,2.53796666666667,12,"chair","['wood', 'purple']","list3"
11219,"table_wood_green",31,2.53796666666667,13,"table","['plastic', 'green']","list3"
7812,"bowl_metal_green",31,2.53796666666667,14,"bowl","['metal', 'green']","list3"
0,"Barbara",32,1.61281666666667,1,"bot_check","barbara","list3"
7623,"pitcher_metal_blue",32,1.61281666666667,3,"pitcher","['metal', 'silver']","list3"
5689,"bowl_metal_green",32,1.61281666666667,4,"bowl","['metal', 'green']","list3"
4102,"table_wood_green",32,1.61281666666667,5,"table","['wood', 'metal']","list3"
5368,"bottle_glass_blue",32,1.61281666666667,6,"bottle","['glass', 'blue']","list3"
4184,"chair_wood_purple",32,1.61281666666667,7,"chair","['wood', 'purple']","list3"
5303,"spoon_plastic_blue",32,1.61281666666667,8,"spoon","['metal', 'blue']","list3"
10799,"ball_plastic_original",32,1.61281666666667,9,"ball","['plastic', 'red ']","list3"
22305,"cup_plastic_blue",32,1.61281666666667,10,"cup","['plastic', 'blue']","list3"
3561,"plate_paper_blue",32,1.61281666666667,11,"plate","['paper', 'blue']","list3"
3862,"ball_rubber_green",32,1.61281666666667,12,"ball","['plastic', 'green']","list3"
5169,"table_metal_original",32,1.61281666666667,13,"table","['metal', 'sivler']","list3"
5287,"boot_leather_blue",32,1.61281666666667,14,"boot","['leather', 'blue']","list3"
0,"Jennifer",33,17.8200666666667,1,"bot_check","Jennifer","list3"
207402,"cup_plastic_blue",33,17.8200666666667,3,"cup","['PLASTIC', 'BLUE']","list3"
28344,"table_metal_original",33,17.8200666666667,4,"table","['TABLE', 'BLACK']","list3"
50019,"spoon_plastic_blue",33,17.8200666666667,5,"spoon","['SPOON', 'BLUE']","list3"
87069,"bottle_glass_blue",33,17.8200666666667,6,"bottle","['BOTTLE', 'BLUE']","list3"
52524,"ball_plastic_original",33,17.8200666666667,7,"ball","['BALL', 'RED']","list3"
113186,"plate_paper_blue",33,17.8200666666667,8,"plate","['PLATE', 'LIGHT BLUE']","list3"
148297,"table_wood_green",33,17.8200666666667,9,"table","['TABLE', 'GREEN']","list3"
53129,"ball_rubber_green",33,17.8200666666667,10,"ball","['BALL', 'LIGHT GREEN']","list3"
109555,"chair_wood_purple",33,17.8200666666667,11,"chair","['CHAIR', 'PURPLE']","list3"
99743,"boot_leather_blue",33,17.8200666666667,12,"boot","['SHOE', 'NO']","list3"
20166,"bowl_metal_green",33,17.8200666666667,13,"bowl","['CUP', 'LIGHT GREEN']","list3"
65128,"pitcher_metal_blue",33,17.8200666666667,14,"pitcher","['JUNK', 'BLUE LIGHT']","list3"
0,"Barbara",34,12.6822333333333,1,"bot_check","Barbara","list3"
9993,"ball_plastic_original",34,12.6822333333333,3,"ball","['Plastic', 'Red']","list3"
7499,"boot_leather_blue",34,12.6822333333333,4,"boot","['Leather', 'Black']","list3"
74896,"bottle_glass_blue",34,12.6822333333333,5,"bottle","['glass', 'blue']","list3"
14952,"ball_rubber_green",34,12.6822333333333,6,"ball","['plastic', 'green']","list3"
9883,"plate_paper_blue",34,12.6822333333333,7,"plate","['paper', 'blue']","list3"
5227,"table_wood_green",34,12.6822333333333,8,"table","['wood', 'green']","list3"
7020,"cup_plastic_blue",34,12.6822333333333,9,"cup","['plastic', 'blue']","list3"
549421,"pitcher_metal_blue",34,12.6822333333333,10,"pitcher","['aluminum', 'indigo']","list3"
9219,"chair_wood_purple",34,12.6822333333333,11,"chair","['wood', 'wood']","list3"
12891,"table_metal_original",34,12.6822333333333,12,"table","['metal', 'silver']","list3"
9908,"bowl_metal_green",34,12.6822333333333,13,"bowl","['aluminum', 'green']","list3"
14480,"spoon_plastic_blue",34,12.6822333333333,14,"spoon","['plastic', 'blue']","list3"
0,"Jessica",35,1.70826666666667,1,"bot_check","Jessica","list3"
9211,"bottle_glass_blue",35,1.70826666666667,3,"bottle","['glass', 'blue']","list3"
6874,"plate_paper_blue",35,1.70826666666667,4,"plate","['paper', 'white']","list3"
5010,"ball_rubber_green",35,1.70826666666667,5,"ball","['rubber', 'green']","list3"
6497,"ball_plastic_original",35,1.70826666666667,6,"ball","['rubber', 'red']","list3"
7365,"pitcher_metal_blue",35,1.70826666666667,7,"pitcher","['glass', 'blue']","list3"
5863,"cup_plastic_blue",35,1.70826666666667,8,"cup","['plastic', 'blue']","list3"
5108,"table_wood_green",35,1.70826666666667,9,"table","['plastic', 'green']","list3"
7519,"spoon_plastic_blue",35,1.70826666666667,10,"spoon","['plastic', 'white']","list3"
6859,"table_metal_original",35,1.70826666666667,11,"table","['wood', 'brown']","list3"
8934,"chair_wood_purple",35,1.70826666666667,12,"chair","['wood', 'purple']","list3"
5135,"bowl_metal_green",35,1.70826666666667,13,"bowl","['metal', 'green']","list3"
7801,"boot_leather_blue",35,1.70826666666667,14,"boot","['leather', 'black']","list3"
0,"Linda",36,2.69721666666667,1,"bot_check","Linda","list3"
16640,"boot_leather_blue",36,2.69721666666667,3,"boot","['leather', 'blue']","list3"
10466,"spoon_plastic_blue",36,2.69721666666667,4,"spoon","['plastic', 'blue']","list3"
10204,"pitcher_metal_blue",36,2.69721666666667,5,"pitcher","['metal', 'blue']","list3"
17768,"plate_paper_blue",36,2.69721666666667,6,"plate","['paper', 'blue']","list3"
11288,"chair_wood_purple",36,2.69721666666667,7,"chair","['wood', 'purple']","list3"
9480,"table_metal_original",36,2.69721666666667,8,"table","['metal', 'grey']","list3"
7215,"bottle_glass_blue",36,2.69721666666667,9,"bottle","['glass', 'blue']","list3"
11328,"cup_plastic_blue",36,2.69721666666667,10,"cup","['plastic', 'blue']","list3"
10097,"ball_plastic_original",36,2.69721666666667,11,"ball","['rubber', 'red']","list3"
12751,"ball_rubber_green",36,2.69721666666667,12,"ball","['rubber', 'green']","list3"
11824,"table_wood_green",36,2.69721666666667,13,"table","['wood', 'green']","list3"
8409,"bowl_metal_green",36,2.69721666666667,14,"bowl","['metal', 'green']","list3"
0,"Mary",37,14.3488833333333,1,"bot_check","mary","list3"
5159,"table_wood_green",37,14.3488833333333,3,"table","['wood', 'green']","list3"
4562,"boot_leather_blue",37,14.3488833333333,4,"boot","['leather', 'blue']","list3"
4738,"bowl_metal_green",37,14.3488833333333,5,"bowl","['metal', 'green']","list3"
8144,"table_metal_original",37,14.3488833333333,6,"table","['metal', 'silver']","list3"
4236,"chair_wood_purple",37,14.3488833333333,7,"chair","['wood', 'purple']","list3"
20551,"plate_paper_blue",37,14.3488833333333,8,"plate","['cotton', 'blue']","list3"
3791,"bottle_glass_blue",37,14.3488833333333,9,"bottle","['plastic', 'blue']","list3"
4159,"cup_plastic_blue",37,14.3488833333333,10,"cup","['plastic', 'blue']","list3"
3422,"pitcher_metal_blue",37,14.3488833333333,11,"pitcher","['metal', 'blue']","list3"
4324,"ball_plastic_original",37,14.3488833333333,12,"ball","['rubber', 'red']","list3"
5035,"spoon_plastic_blue",37,14.3488833333333,13,"spoon","['plastic', 'blue']","list3"
6605,"ball_rubber_green",37,14.3488833333333,14,"ball","['rubber', 'green']","list3"
0,"Jessica",38,1.58195,1,"bot_check","Jessica","list3"
4412,"bottle_glass_blue",38,1.58195,3,"bottle","['glass', 'blue']","list3"
5346,"table_wood_green",38,1.58195,4,"table","['wood', 'green']","list3"
5225,"ball_plastic_original",38,1.58195,5,"ball","['rubber', 'red']","list3"
5823,"chair_wood_purple",38,1.58195,6,"chair","['wood', 'purple']","list3"
3703,"plate_paper_blue",38,1.58195,7,"plate","['paper', 'blue']","list3"
3492,"cup_plastic_blue",38,1.58195,8,"cup","['plastic', 'blue']","list3"
5632,"ball_rubber_green",38,1.58195,9,"ball","['foam', 'greeen']","list3"
4327,"boot_leather_blue",38,1.58195,10,"boot","['rubber', 'blue']","list3"
3862,"spoon_plastic_blue",38,1.58195,11,"spoon","['plastic', 'blue']","list3"
5192,"pitcher_metal_blue",38,1.58195,12,"pitcher","['metal', 'blue']","list3"
5500,"table_metal_original",38,1.58195,13,"table","['metal', 'silver']","list3"
4624,"bowl_metal_green",38,1.58195,14,"bowl","['metal', 'green']","list3"
0,"Elizabeth",39,0.983083333333333,1,"bot_check","Elizabeth","list3"
4398,"boot_leather_blue",39,0.983083333333333,3,"boot","['leather', 'blue']","list3"
5422,"ball_rubber_green",39,0.983083333333333,4,"ball","['foam', 'green']","list3"
3536,"plate_paper_blue",39,0.983083333333333,5,"plate","['paper', 'blue']","list3"
4120,"chair_wood_purple",39,0.983083333333333,6,"chair","['wood', 'purple']","list3"
5000,"bowl_metal_green",39,0.983083333333333,7,"bowl","['metal', 'green']","list3"
3178,"pitcher_metal_blue",39,0.983083333333333,8,"pitcher","['metal', 'blue']","list3"
2958,"ball_plastic_original",39,0.983083333333333,9,"ball","['foam', 'red']","list3"
3064,"table_metal_original",39,0.983083333333333,10,"table","['metal', 'white']","list3"
4529,"table_wood_green",39,0.983083333333333,11,"table","['wood', 'green']","list3"
3105,"spoon_plastic_blue",39,0.983083333333333,12,"spoon","['plastic', 'blue']","list3"
3118,"cup_plastic_blue",39,0.983083333333333,13,"cup","['plastic', 'blue']","list3"
3381,"bottle_glass_blue",39,0.983083333333333,14,"bottle","['glass', 'blue']","list3"
0,"Jennifer",40,1.0687,1,"bot_check","Jennifer","list3"
4056,"chair_wood_purple",40,1.0687,3,"chair","['Wood', 'Purple']","list3"
4768,"table_wood_green",40,1.0687,4,"table","['Wood', 'Green']","list3"
3624,"table_metal_original",40,1.0687,5,"table","['Metal', 'Grey']","list3"
5279,"ball_rubber_green",40,1.0687,6,"ball","['Rubber', 'Green']","list3"
4336,"bowl_metal_green",40,1.0687,7,"bowl","['Metal', 'Green']","list3"
5152,"pitcher_metal_blue",40,1.0687,8,"pitcher","['Metal', 'Blue']","list3"
3392,"bottle_glass_blue",40,1.0687,9,"bottle","['Glass', 'Blue']","list3"
3712,"spoon_plastic_blue",40,1.0687,10,"spoon","['Plastic', 'Blue']","list3"
4304,"ball_plastic_original",40,1.0687,11,"ball","['Plastic', 'Red']","list3"
5696,"plate_paper_blue",40,1.0687,12,"plate","['Styrofoam', 'Blue']","list3"
3680,"boot_leather_blue",40,1.0687,13,"boot","['Leather', 'Blue']","list3"
6695,"cup_plastic_blue",40,1.0687,14,"cup","['Plastic', 'Blue']","list3"
0,"Sarah",41,3.07055,1,"bot_check","Sarah","list3"
9856,"ball_rubber_green",41,3.07055,3,"ball","['rubber', 'green']","list3"
6432,"bottle_glass_blue",41,3.07055,4,"bottle","['glass', 'blue']","list3"
10361,"pitcher_metal_blue",41,3.07055,5,"pitcher","['metal', 'silver']","list3"
6443,"table_wood_green",41,3.07055,6,"table","['wood', 'green']","list3"
8707,"spoon_plastic_blue",41,3.07055,7,"spoon","['plastic', 'white']","list3"
6457,"cup_plastic_blue",41,3.07055,8,"cup","['plastic', 'blue']","list3"
10495,"boot_leather_blue",41,3.07055,9,"boot","['leather', 'black']","list3"
8213,"bowl_metal_green",41,3.07055,10,"bowl","['metal', 'silver']","list3"
6396,"plate_paper_blue",41,3.07055,11,"plate","['paper', 'white']","list3"
11326,"ball_plastic_original",41,3.07055,12,"ball","['plastic', 'red']","list3"
7952,"table_metal_original",41,3.07055,13,"table","['metal', 'white']","list3"
7913,"chair_wood_purple",41,3.07055,14,"chair","['wood', 'purple']","list3"
0,"Margaret",42,3.85026666666667,1,"bot_check","Margaret","list3"
12914,"boot_leather_blue",42,3.85026666666667,3,"boot","['leather', 'black']","list3"
18835,"pitcher_metal_blue",42,3.85026666666667,4,"pitcher","['stainless steel', 'silver']","list3"
8469,"bottle_glass_blue",42,3.85026666666667,5,"bottle","['glass', 'blue']","list3"
34822,"table_metal_original",42,3.85026666666667,6,"table","['stainless steel', 'silver']","list3"
8903,"ball_rubber_green",42,3.85026666666667,7,"ball","['rubber', 'green']","list3"
7590,"plate_paper_blue",42,3.85026666666667,8,"plate","['paper', 'blue']","list3"
7454,"table_wood_green",42,3.85026666666667,9,"table","['wood', 'green']","list3"
13036,"bowl_metal_green",42,3.85026666666667,10,"bowl","['stainless steel', 'green']","list3"
8323,"chair_wood_purple",42,3.85026666666667,11,"chair","['wood', 'purple']","list3"
9423,"spoon_plastic_blue",42,3.85026666666667,12,"spoon","['plastic', 'blue']","list3"
7042,"ball_plastic_original",42,3.85026666666667,13,"ball","['rubber', 'red']","list3"
17140,"cup_plastic_blue",42,3.85026666666667,14,"cup","['plastic', 'blue']","list3"
0,"Jessica",43,1.5801,1,"bot_check","Jessica","list3"
7212,"table_metal_original",43,1.5801,3,"table","['steel', 'grey']","list3"
6160,"chair_wood_purple",43,1.5801,4,"chair","['wood', 'purple']","list3"
10560,"ball_rubber_green",43,1.5801,5,"ball","['plastic', 'green']","list3"
6497,"ball_plastic_original",43,1.5801,6,"ball","['rubber', 'red']","list3"
6343,"bottle_glass_blue",43,1.5801,7,"bottle","['glass', 'blue']","list3"
5179,"pitcher_metal_blue",43,1.5801,8,"pitcher","['metal', 'blue']","list3"
4159,"table_wood_green",43,1.5801,9,"table","['wood', 'green']","list3"
5362,"boot_leather_blue",43,1.5801,10,"boot","['leather', 'blue']","list3"
9718,"plate_paper_blue",43,1.5801,11,"plate","['paper', 'blue']","list3"
3816,"spoon_plastic_blue",43,1.5801,12,"spoon","['plastic', 'blue']","list3"
4744,"bowl_metal_green",43,1.5801,13,"bowl","['plastic', 'green']","list3"
5416,"cup_plastic_blue",43,1.5801,14,"cup","['plastic', 'green']","list3"
0,"Patricia",44,2.22273333333333,1,"bot_check","Patricia","list3"
9417,"ball_plastic_original",44,2.22273333333333,3,"ball","['plastic', 'red']","list3"
12540,"ball_rubber_green",44,2.22273333333333,4,"ball","['rubber', 'green']","list3"
8018,"chair_wood_purple",44,2.22273333333333,5,"chair","['wood', 'purple']","list3"
15153,"pitcher_metal_blue",44,2.22273333333333,6,"pitcher","['porcelein', 'blue']","list3"
6211,"boot_leather_blue",44,2.22273333333333,7,"boot","['leather', 'black']","list3"
8018,"bowl_metal_green",44,2.22273333333333,8,"bowl","['metal', 'green']","list3"
5353,"cup_plastic_blue",44,2.22273333333333,9,"cup","['plastic', 'blue']","list3"
7472,"spoon_plastic_blue",44,2.22273333333333,10,"spoon","['plastic', 'blue']","list3"
9231,"table_metal_original",44,2.22273333333333,11,"table","['metal', 'grey']","list3"
6159,"bottle_glass_blue",44,2.22273333333333,12,"bottle","['glass', 'blue']","list3"
5659,"plate_paper_blue",44,2.22273333333333,13,"plate","['paper', 'blue']","list3"
5829,"table_wood_green",44,2.22273333333333,14,"table","['wood', 'green']","list3"
