gameid	 time	 roundNum	 trialType	 extra	 clickedObjName	 clickedObjCondition	 clickedObjTargetStatus	 clickedObjSpeakerLocs	 clickedObjListenerLocs	 alt1Name	 alt1Condition	 alt1TargetStatus	 alt1SpeakerLocs	 alt1ListenerLocs	 alt2Name	 alt2Condition	 alt2TargetStatus	 alt2SpeakerLocs	 alt2ListenerLocs	 alt3Name	 alt3Condition	 alt3TargetStatus	 alt3SpeakerLocs	 alt3ListenerLocs	numMessages	numSMessages	numLMessages	speakerMessages	listenerMessages	messageTimeStamps
7475-f	1592422018484	1	clickedObj		plate_plastic_blue_original	low_difficulty	target	3	2	plate_paper_blue	difficulty_distractor	distractor	1	3	plate_paper_green	difficulty_distractor	distractor	4	1	plate_paper_green	difficulty_distractor	distractor	2	4	6	3	3	blue plate___yes :)___like dark blue	elisa?___OMG___YES	1592422008043___1592422009534___1592422014154___1592422016830___1592422017722___1592422019097
7475-f	1592422029420	2	clickedObj		bowl_metal_blue	filler_both	target	4	1	box_cardboard_brown_original	filler	distractor	1	4	ruler_metal_blue	filler	competitor	3	3	box_cardboard_brown_original	filler	distractor	2	2	4	1	3	light blue bowl	we don't have to play ___hehe___thank you so much!!!!!!!!	1592422023661___1592422024273___1592422026872___1592422028524
7475-f	1592422042709	3	clickedObj		box_cardboard_green	filler_none	target	3	4	bowl_glass_clear_original	filler	distractor	2	3	ball_plastic_red	filler	competitor	1	1	bowl_glass_clear_original	filler	distractor	4	2	4	3	1	I wanna play___:D___light green box	oki yes would love feedback:)	1592422032197___1592422033456___1592422038812___1592422042015
7475-f	1592422049695	4	clickedObj		vase_wood_brown_original	filler_material	target	1	2	door_wood_red	filler	competitor	2	3	bowl_metal_green	filler	distractor	3	4	bowl_metal_green	filler	distractor	4	1	1	1	0	vase		1592422048134
7475-f	1592422056865	5	clickedObj		ruler_wood_blue	filler_material	target	2	4	bag_paper_brown_original	filler	distractor	1	2	box_wood_green	filler	competitor	4	1	bag_paper_brown_original	filler	distractor	3	3	1	1	0	ruler		1592422055391
7475-f	1592422099397	6	clickedObj		bowl_glass_green	filler_material	target	2	1	ball_plastic_red	filler	distractor	3	2	ball_plastic_red	filler	distractor	4	3	vase_glass_blue	filler	competitor	1	4	2	1	1	bowl -- is it on purpose that there are two objects of the same color and type?	yes - there always two that are exactly the same	1592422079595___1592422098751
7475-f	1592422127635	7	clickedObj		chair_metal_purple	high_difficulty	target	1	2	chair_wood_green	difficulty_distractor	distractor	4	4	chair_metal_green	difficulty_distractor	distractor	2	1	chair_wood_green	difficulty_distractor	distractor	3	3	3	2	1	purple chair___interesting.	the non competitive distractors to create controlled scene variation	1592422113503___1592422122945___1592422125653
7475-f	1592422162470	8	clickedObj		plate_paper_blue	high_difficulty	target	4	4	plate_paper_green	difficulty_distractor	distractor	1	1	plate_plastic_green	difficulty_distractor	distractor	2	2	plate_plastic_green	difficulty_distractor	distractor	3	3	2	2	0	Might be a little weird since I can't uniquely refer to them and therefore they can never be the target.~~~~~~___blue plate		1592422153046___1592422157412
7475-f	1592422196926	9	clickedObj		table_metal_blue	high_difficulty	target	3	4	table_wood_green	difficulty_distractor	distractor	4	1	table_wood_green	difficulty_distractor	distractor	2	3	table_metal_green	difficulty_distractor	distractor	1	2	1	1	0	blue table		1592422179039
7475-f	1592422206821	10	clickedObj		table_metal_blue	difficulty_distractor	distractor	4	3	table_wood_blue	difficulty_distractor	distractor	1	4	table_wood_blue	difficulty_distractor	distractor	2	1	table_metal_silver_original	high_difficulty	target	3	2	1	1	0	metal table		1592422204892
7475-f	1592422218174	11	clickedObj		chair_metal_green	high_difficulty	target	1	1	chair_plastic_purple	difficulty_distractor	distractor	2	3	chair_plastic_purple	difficulty_distractor	distractor	3	4	chair_metal_purple	difficulty_distractor	distractor	4	2	1	1	0	green chair		1592422211692
7475-f	1592422224314	12	clickedObj		table_metal_green	high_difficulty	target	2	4	table_metal_blue	difficulty_distractor	distractor	1	2	table_wood_blue	difficulty_distractor	distractor	3	1	table_wood_blue	difficulty_distractor	distractor	4	3	1	1	0	green table		1592422222556
7475-f	1592422229415	13	clickedObj		ruler_metal_green	filler_both	target	1	3	box_cardboard_blue	filler	distractor	2	1	bowl_metal_green	filler	competitor	4	2	box_cardboard_blue	filler	distractor	3	4	1	1	0	ruler		1592422228243
7475-f	1592422235353	14	clickedObj		ball_plastic_blue_original	filler_none	target	1	3	bowl_metal_green	filler	distractor	2	1	box_wood_brown_original	filler	competitor	4	2	bowl_metal_green	filler	distractor	3	4	1	1	0	ball		1592422232588
7475-f	1592422239431	15	clickedObj		door_steel_red	filler_none	target	1	2	ruler_metal_silver_original	filler	distractor	4	1	bag_paper_blue	filler	competitor	3	3	ruler_metal_silver_original	filler	distractor	2	4	1	1	0	door		1592422238395
7475-f	1592422243912	16	clickedObj		ball_metal_silver_original	filler_both	target	3	3	bag_paper_brown_original	filler	distractor	4	2	bag_paper_brown_original	filler	distractor	1	4	ruler_metal_silver_original	filler	competitor	2	1	1	1	0	ball		1592422242717
7475-f	1592422256670	17	clickedObj		bottle_plastic_green	low_difficulty	target	1	3	bottle_glass_clear_original	difficulty_distractor	distractor	2	2	bottle_glass_clear_original	difficulty_distractor	distractor	4	1	bottle_glass_green	difficulty_distractor	distractor	3	4	1	1	0	plastic bottle		1592422254479
7475-f	1592422261870	18	clickedObj		vase_wood_blue	filler_material	target	1	2	bag_plastic_white_original	filler	distractor	2	4	door_wood_yellow	filler	competitor	3	3	bag_plastic_white_original	filler	distractor	4	1	1	1	0	vase		1592422260691
7475-f	1592422270255	19	clickedObj		jacket_leather_purple	difficulty_distractor	distractor	3	2	jacket_denim_purple	low_difficulty	target	4	1	jacket_leather_green	difficulty_distractor	distractor	2	3	jacket_leather_green	difficulty_distractor	distractor	1	4	1	1	0	purple jacket		1592422269205
7475-f	1592422277995	20	clickedObj		plate_paper_blue	low_difficulty	target	3	3	plate_plastic_pink	difficulty_distractor	distractor	2	1	plate_plastic_blue_original	difficulty_distractor	distractor	4	4	plate_plastic_pink	difficulty_distractor	distractor	1	2	1	1	0	light blue plate		1592422276286
7475-f	1592422283930	21	clickedObj		boot_leather_green	high_difficulty	target	3	4	boot_leather_black_original	difficulty_distractor	distractor	1	3	boot_rubber_black_original	difficulty_distractor	distractor	4	2	boot_rubber_black_original	difficulty_distractor	distractor	2	1	1	1	0	green shoe		1592422282455
7475-f	1592422292413	22	clickedObj		table_metal_blue	low_difficulty	target	1	4	table_wood_brown_original	difficulty_distractor	distractor	4	1	table_wood_brown_original	difficulty_distractor	distractor	3	3	table_wood_blue	difficulty_distractor	distractor	2	2	1	1	0	blue long table		1592422290906
7475-f	1592422306969	23	clickedObj		cup_plastic_green	low_difficulty	target	4	1	cup_metal_green	difficulty_distractor	distractor	2	2	cup_metal_blue	difficulty_distractor	distractor	1	4	cup_metal_blue	difficulty_distractor	distractor	3	3	1	1	0	green plastic cup		1592422305232
7475-f	1592422313033	24	clickedObj		spoon_wood_green	high_difficulty	target	3	3	spoon_wood_blue	difficulty_distractor	distractor	4	2	spoon_metal_blue	difficulty_distractor	distractor	2	4	spoon_metal_blue	difficulty_distractor	distractor	1	1	1	1	0	green spoon		1592422311903
7475-f	1592422320930	25	clickedObj		pitcher_metal_blue	low_difficulty	target	1	3	pitcher_glass_blue	difficulty_distractor	distractor	4	2	pitcher_glass_clear_original	difficulty_distractor	distractor	2	1	pitcher_glass_clear_original	difficulty_distractor	distractor	3	4	1	1	0	blue metal can		1592422318764
7475-f	1592422335308	26	clickedObj		box_wood_blue	filler_color	target	2	3	ball_plastic_green	filler	distractor	4	4	ball_plastic_green	filler	distractor	3	2	bag_paper_blue	filler	competitor	1	1	3	2	1	love the game :)___wooden blue box	haha thank you! tiots funn	1592422326774___1592422332098___1592422334295
7475-f	1592422342789	27	clickedObj		bag_plastic_green	filler_color	target	2	4	vase_glass_clear_original	filler	distractor	1	2	vase_glass_clear_original	filler	distractor	3	3	bowl_metal_green	filler	competitor	4	1	1	1	0	green bag		1592422341186
7475-f	1592422348653	28	clickedObj		bag_plastic_blue	filler_color	target	4	4	bowl_glass_clear_original	filler	distractor	1	2	bowl_glass_clear_original	filler	distractor	3	1	box_cardboard_blue	filler	competitor	2	3	1	1	0	blue bag		1592422346968
7475-f	1592422377305	29	clickedObj		ball_metal_green	filler_none	target	2	4	bag_paper_brown_original	filler	distractor	4	3	door_steel_silver_original	filler	competitor	3	1	bag_paper_brown_original	filler	distractor	1	2	4	2	2	green ball -- is it a ball? It's hard to recognize___got it	yep it's a filler___with objects that were too confusing	1592422362813___1592422368517___1592422375985___1592422376167
7475-f	1592422393282	30	clickedObj		door_wood_brown_original	filler_color	target	3	3	vase_glass_blue	filler	distractor	1	4	vase_glass_blue	filler	distractor	2	2	bag_paper_brown_original	filler	competitor	4	1	2	2	0	door___dooooooor		1592422381087___1592422392051
7475-f	1592422405069	31	clickedObj		bottle_glass_green	low_difficulty	target	4	1	bottle_plastic_green	difficulty_distractor	distractor	2	3	bottle_plastic_blue	difficulty_distractor	distractor	1	4	bottle_plastic_blue	difficulty_distractor	distractor	3	2	4	3	1	doooooooooooooooooor___:D___glass bottle	:D	1592422397374___1592422398723___1592422400875___1592422402924
7475-f	1592422411811	32	clickedObj		bowl_glass_blue	filler_both	target	4	3	vase_glass_blue	filler	competitor	3	2	box_wood_green	filler	distractor	1	1	box_wood_green	filler	distractor	2	4	3	2	1	glass bowl___:D	lastttt	1592422409383___1592422410522___1592422412732
4660-3	1592421751544	1	clickedObj		table_metal_silver_original	high_difficulty	target	1	1	table_wood_green	difficulty_distractor	distractor	3	2	table_wood_green	difficulty_distractor	distractor	4	4	table_metal_green	difficulty_distractor	distractor	2	3	1	1	0	Not green		1592421746475
4660-3	1592421768462	2	clickedObj		cup_metal_green	difficulty_distractor	distractor	3	4	cup_plastic_green	low_difficulty	target	2	2	cup_metal_blue	difficulty_distractor	distractor	4	3	cup_metal_blue	difficulty_distractor	distractor	1	1	1	1	0	green solo cup		1592421763265
4660-3	1592421786112	3	clickedObj		bottle_glass_green	difficulty_distractor	distractor	1	3	bottle_glass_clear_original	difficulty_distractor	distractor	4	1	bottle_glass_clear_original	difficulty_distractor	distractor	3	4	bottle_plastic_green	low_difficulty	target	2	2	2	1	1	green soda bottle	NEXT	1592421781726___1592421783106
4660-3	1592421794760	4	clickedObj		ball_metal_green	filler_none	target	4	3	box_cardboard_blue	filler	distractor	1	4	vase_glass_clear_original	filler	competitor	3	1	box_cardboard_blue	filler	distractor	2	2	1	1	0	bowling ball		1592421791270
4660-3	1592421800637	5	clickedObj		chair_metal_purple	high_difficulty	target	4	4	chair_metal_green	difficulty_distractor	distractor	2	3	chair_wood_green	difficulty_distractor	distractor	1	2	chair_wood_green	difficulty_distractor	distractor	3	1	1	1	0	purple		1592421798742
4660-3	1592421808435	6	clickedObj		table_metal_blue	low_difficulty	target	1	3	table_wood_blue	difficulty_distractor	distractor	4	2	table_wood_brown_original	difficulty_distractor	distractor	2	1	table_wood_brown_original	difficulty_distractor	distractor	3	4	1	1	0	blue long table		1592421805923
4660-3	1592421815388	7	clickedObj		vase_wood_brown_original	filler_material	target	2	1	bag_paper_green	filler	distractor	3	4	bag_paper_green	filler	distractor	4	2	door_wood_red	filler	competitor	1	3	1	1	0	vase		1592421813118
4660-3	1592421820732	8	clickedObj		vase_wood_blue	filler_material	target	4	1	ball_plastic_red	filler	distractor	3	4	ball_plastic_red	filler	distractor	2	3	ruler_wood_green	filler	competitor	1	2	1	1	0	blue		1592421818727
4660-3	1592421827284	9	clickedObj		door_steel_red	filler_none	target	1	2	vase_glass_blue	filler	distractor	3	3	vase_glass_blue	filler	distractor	4	4	bag_plastic_white_original	filler	competitor	2	1	1	1	0	red door		1592421824699
4660-3	1592421855224	10	clickedObj		pitcher_metal_blue	low_difficulty	target	4	2	pitcher_plastic_green	difficulty_distractor	distractor	2	1	pitcher_plastic_blue	difficulty_distractor	distractor	3	4	pitcher_plastic_green	difficulty_distractor	distractor	1	3	4	3	1	blue pitcher___large handle___dark blue	LITE BLUE OR DARK BLUE	1592421834550___1592421849496___1592421850742___1592421855072
4660-3	1592421865652	11	clickedObj		plate_plastic_blue_original	low_difficulty	target	1	2	plate_paper_white_original	difficulty_distractor	distractor	2	1	plate_paper_blue	difficulty_distractor	distractor	4	3	plate_paper_white_original	difficulty_distractor	distractor	3	4	1	1	0	blue plate darker		1592421862290
4660-3	1592421878256	12	clickedObj		ruler_wood_blue	filler_material	target	1	2	box_wood_green	filler	competitor	4	3	bowl_glass_clear_original	filler	distractor	3	1	bowl_glass_clear_original	filler	distractor	2	4	2	2	0	ruler___blue		1592421869681___1592421876203
4660-3	1592421893248	13	clickedObj		table_metal_green	high_difficulty	target	3	3	table_wood_blue	difficulty_distractor	distractor	4	1	table_metal_blue	difficulty_distractor	distractor	1	4	table_wood_blue	difficulty_distractor	distractor	2	2	2	1	1	green long table	GOOD JOB FRIEND	1592421887742___1592421891363
4660-3	1592421899232	14	clickedObj		plate_paper_blue	high_difficulty	target	3	2	plate_paper_green	difficulty_distractor	distractor	1	1	plate_plastic_green	difficulty_distractor	distractor	2	4	plate_plastic_green	difficulty_distractor	distractor	4	3	1	1	0	blue		1592421897275
4660-3	1592421933211	15	clickedObj		bottle_glass_green	low_difficulty	target	1	1	bottle_plastic_blue	difficulty_distractor	distractor	3	4	bottle_plastic_blue	difficulty_distractor	distractor	4	3	bottle_plastic_green	difficulty_distractor	distractor	2	2	4	3	1	green bottle (not soda) weird looking cap thing___looks kind of like beer bottle___yes	DARK GREEN?	1592421911690___1592421927675___1592421929215___1592421930642
4660-3	1592421939660	16	clickedObj		ball_plastic_blue_original	filler_none	target	1	1	vase_glass_clear_original	filler	distractor	2	3	door_wood_yellow	filler	competitor	3	2	vase_glass_clear_original	filler	distractor	4	4	1	1	0	blue ball		1592421937730
4660-3	1592421947692	17	clickedObj		bowl_metal_blue	filler_both	target	4	3	ball_plastic_red	filler	distractor	1	2	ball_plastic_red	filler	distractor	3	1	ruler_metal_blue	filler	competitor	2	4	1	1	0	blue mixing bowl		1592421945286
4660-3	1592421958116	18	clickedObj		bag_plastic_green	filler_color	target	1	1	ruler_wood_green	filler	competitor	3	2	box_cardboard_brown_original	filler	distractor	4	3	box_cardboard_brown_original	filler	distractor	2	4	1	1	0	green bag		1592421955192
4660-3	1592421972376	19	clickedObj		bag_plastic_blue	filler_color	target	3	3	ruler_wood_brown_original	filler	distractor	4	4	ruler_wood_brown_original	filler	distractor	2	2	box_cardboard_blue	filler	competitor	1	1	1	1	0	blue bag not box		1592421967839
4660-3	1592421978647	20	clickedObj		ball_metal_silver_original	filler_both	target	3	1	door_wood_red	filler	distractor	2	3	ruler_metal_silver_original	filler	competitor	1	2	door_wood_red	filler	distractor	4	4	1	1	0	bowling ball!		1592421976654
4660-3	1592421986343	21	clickedObj		table_metal_blue	high_difficulty	target	2	3	table_wood_green	difficulty_distractor	distractor	4	1	table_metal_green	difficulty_distractor	distractor	3	2	table_wood_green	difficulty_distractor	distractor	1	4	1	1	0	long blue table		1592421983778
4660-3	1592421992004	22	clickedObj		chair_metal_green	high_difficulty	target	2	3	chair_metal_purple	difficulty_distractor	distractor	1	4	chair_plastic_purple	difficulty_distractor	distractor	4	2	chair_plastic_purple	difficulty_distractor	distractor	3	1	1	1	0	green chair		1592421990380
4660-3	1592422000884	23	clickedObj		box_wood_blue	filler_color	target	2	2	door_steel_silver_original	filler	distractor	4	4	bag_paper_blue	filler	competitor	3	3	door_steel_silver_original	filler	distractor	1	1	1	1	0	blue treasure chest		1592421996688
4660-3	1592422013668	24	clickedObj		bowl_glass_blue	filler_both	target	3	4	vase_glass_blue	filler	competitor	2	1	bag_paper_brown_original	filler	distractor	1	3	bag_paper_brown_original	filler	distractor	4	2	1	1	0	bowl for mixing		1592422010788
4660-3	1592422037284	25	clickedObj		jacket_denim_purple	low_difficulty	target	3	2	jacket_leather_green	difficulty_distractor	distractor	4	4	jacket_leather_green	difficulty_distractor	distractor	2	1	jacket_leather_purple	difficulty_distractor	distractor	1	3	3	3	0	light purple jacket, short sleeves___shirt___buttons		1592422024512___1592422033434___1592422038249
4660-3	1592422044256	26	clickedObj		spoon_wood_green	high_difficulty	target	2	1	spoon_plastic_blue	difficulty_distractor	distractor	4	4	spoon_plastic_blue	difficulty_distractor	distractor	3	3	spoon_wood_blue	difficulty_distractor	distractor	1	2	1	1	0	green spoon		1592422042509
4660-3	1592422051012	27	clickedObj		ruler_metal_green	filler_both	target	2	1	vase_glass_clear_original	filler	distractor	1	2	bowl_metal_green	filler	competitor	4	3	vase_glass_clear_original	filler	distractor	3	4	1	1	0	ruler		1592422047547
4660-3	1592422055844	28	clickedObj		door_wood_brown_original	filler_color	target	4	1	ruler_metal_blue	filler	distractor	1	2	ruler_metal_blue	filler	distractor	3	4	bag_paper_brown_original	filler	competitor	2	3	1	1	0	door		1592422054279
4660-3	1592422062932	29	clickedObj		boot_leather_green	high_difficulty	target	4	4	boot_rubber_brown	difficulty_distractor	distractor	2	1	boot_leather_brown	difficulty_distractor	distractor	1	3	boot_rubber_brown	difficulty_distractor	distractor	3	2	1	1	0	green boot		1592422060931
4660-3	1592422070459	30	clickedObj		bowl_glass_green	filler_material	target	3	3	door_steel_silver_original	filler	distractor	1	2	vase_glass_blue	filler	competitor	2	4	door_steel_silver_original	filler	distractor	4	1	1	1	0	mixing bowl		1592422068207
4660-3	1592422077699	31	clickedObj		box_cardboard_green	filler_none	target	2	1	vase_glass_clear_original	filler	distractor	4	4	vase_glass_clear_original	filler	distractor	1	3	door_steel_silver_original	filler	competitor	3	2	1	1	0	green box		1592422075212
4660-3	1592422094815	32	clickedObj		plate_paper_blue	low_difficulty	target	3	1	plate_plastic_blue_original	difficulty_distractor	distractor	1	4	plate_plastic_green	difficulty_distractor	distractor	4	2	plate_plastic_green	difficulty_distractor	distractor	2	3	2	1	1	light blue plate	AWESOME FRIEND. GOOD JOB	1592422083528___1592422092864
6262-3	1592426944449	1	clickedObj		bag_plastic_blue	filler_color	target	1	4	ruler_metal_blue	filler	competitor	2	1	box_wood_green	filler	distractor	3	2	box_wood_green	filler	distractor	4	3	1	1	0	a blue bag		1592426933310
6262-3	1592426953064	2	clickedObj		table_metal_green	high_difficulty	target	4	3	table_wood_blue	difficulty_distractor	distractor	3	2	table_wood_blue	difficulty_distractor	distractor	1	1	table_metal_blue	difficulty_distractor	distractor	2	4	1	1	0	a green table		1592426950898
6262-3	1592426962287	3	clickedObj		door_steel_red	filler_none	target	3	2	bowl_metal_silver_original	filler	distractor	2	1	ball_plastic_green	filler	competitor	4	4	bowl_metal_silver_original	filler	distractor	1	3	1	1	0	a door		1592426959342
6262-3	1592426970739	4	clickedObj		plate_paper_blue	high_difficulty	target	4	3	plate_paper_green	difficulty_distractor	distractor	1	4	plate_plastic_green	difficulty_distractor	distractor	3	2	plate_plastic_green	difficulty_distractor	distractor	2	1	1	1	0	a blue paper plate		1592426968889
6262-3	1592426977518	5	clickedObj		box_cardboard_green	filler_none	target	2	4	ball_plastic_red	filler	distractor	1	1	door_steel_silver_original	filler	competitor	3	2	ball_plastic_red	filler	distractor	4	3	1	1	0	a box		1592426975409
6262-3	1592426992819	6	clickedObj		bottle_glass_green	low_difficulty	target	1	4	bottle_plastic_clear_original	difficulty_distractor	distractor	4	1	bottle_plastic_clear_original	difficulty_distractor	distractor	2	3	bottle_plastic_green	difficulty_distractor	distractor	3	2	1	1	0	a green bottle that looks glass		1592426988057
6262-3	1592426999875	7	clickedObj		ruler_wood_blue	filler_material	target	2	2	door_steel_yellow	filler	distractor	4	3	box_wood_brown_original	filler	competitor	3	1	door_steel_yellow	filler	distractor	1	4	1	1	0	a ruler		1592426998016
6262-3	1592427014753	8	clickedObj		plate_plastic_blue_original	low_difficulty	target	4	3	plate_paper_green	difficulty_distractor	distractor	1	4	plate_paper_blue	difficulty_distractor	distractor	3	2	plate_paper_green	difficulty_distractor	distractor	2	1	1	1	0	a blue plastic plate		1592427008673
6262-3	1592427024774	9	clickedObj		ball_metal_silver_original	filler_both	target	4	2	vase_glass_blue	filler	distractor	3	1	ruler_metal_silver_original	filler	competitor	2	4	vase_glass_blue	filler	distractor	1	3	1	1	0	a gray ball		1592427022578
6262-3	1592427031560	10	clickedObj		ruler_metal_green	filler_both	target	1	3	bag_paper_brown_original	filler	distractor	4	4	bag_paper_brown_original	filler	distractor	3	2	bowl_metal_green	filler	competitor	2	1	1	1	0	ruler		1592427029584
6262-3	1592427040085	11	clickedObj		bowl_glass_blue	filler_both	target	2	3	ball_plastic_green	filler	distractor	3	2	ball_plastic_green	filler	distractor	1	1	vase_glass_blue	filler	competitor	4	4	1	1	0	bowl		1592427036321
6262-3	1592427045891	12	clickedObj		bowl_metal_blue	filler_both	target	3	1	vase_wood_green	filler	distractor	4	2	vase_wood_green	filler	distractor	2	3	ruler_metal_blue	filler	competitor	1	4	1	1	0	bowl		1592427044561
6262-3	1592427052489	13	clickedObj		ball_metal_green	filler_none	target	4	4	bag_paper_blue	filler	distractor	1	2	door_steel_silver_original	filler	competitor	3	3	bag_paper_blue	filler	distractor	2	1	1	1	0	ball		1592427050660
6262-3	1592427065314	14	clickedObj		cup_plastic_green	low_difficulty	target	2	2	cup_metal_blue	difficulty_distractor	distractor	4	1	cup_metal_green	difficulty_distractor	distractor	3	3	cup_metal_blue	difficulty_distractor	distractor	1	4	1	1	0	paper cup		1592427057329
6262-3	1592427071516	15	clickedObj		door_wood_brown_original	filler_color	target	1	3	vase_glass_clear_original	filler	distractor	2	4	vase_glass_clear_original	filler	distractor	3	2	box_cardboard_brown_original	filler	competitor	4	1	1	1	0	door		1592427069779
6262-3	1592427077479	16	clickedObj		bag_plastic_green	filler_color	target	1	4	ruler_wood_brown_original	filler	distractor	2	1	ruler_wood_brown_original	filler	distractor	3	3	bowl_metal_green	filler	competitor	4	2	1	1	0	bag		1592427075637
6262-3	1592427085818	17	clickedObj		chair_metal_green	high_difficulty	target	1	1	chair_plastic_purple	difficulty_distractor	distractor	3	2	chair_metal_purple	difficulty_distractor	distractor	4	3	chair_plastic_purple	difficulty_distractor	distractor	2	4	1	1	0	green chair		1592427083944
6262-3	1592427094090	18	clickedObj		table_metal_silver_original	high_difficulty	target	4	1	table_metal_green	difficulty_distractor	distractor	2	2	table_wood_green	difficulty_distractor	distractor	3	4	table_wood_green	difficulty_distractor	distractor	1	3	1	1	0	gray table		1592427091525
6262-3	1592427099634	19	clickedObj		ball_plastic_blue_original	filler_none	target	2	2	bag_paper_brown_original	filler	distractor	3	3	box_wood_green	filler	competitor	4	4	bag_paper_brown_original	filler	distractor	1	1	1	1	0	ball		1592427098129
6262-3	1592427105619	20	clickedObj		vase_wood_blue	filler_material	target	1	2	ruler_metal_silver_original	filler	distractor	3	4	ruler_metal_silver_original	filler	distractor	4	3	box_wood_brown_original	filler	competitor	2	1	1	1	0	vase		1592427103931
6262-3	1592427112711	21	clickedObj		boot_leather_green	high_difficulty	target	2	4	boot_leather_black_original	difficulty_distractor	distractor	4	2	boot_rubber_black_original	difficulty_distractor	distractor	1	3	boot_rubber_black_original	difficulty_distractor	distractor	3	1	1	1	0	green boot		1592427110569
6262-3	1592427117637	22	clickedObj		bowl_glass_green	filler_material	target	4	2	door_steel_yellow	filler	distractor	2	3	vase_glass_blue	filler	competitor	1	4	door_steel_yellow	filler	distractor	3	1	1	1	0	bowl		1592427116383
6262-3	1592427129474	23	clickedObj		pitcher_metal_blue	low_difficulty	target	1	1	pitcher_plastic_blue	difficulty_distractor	distractor	4	3	pitcher_plastic_green	difficulty_distractor	distractor	3	2	pitcher_plastic_green	difficulty_distractor	distractor	2	4	1	1	0	blue glass pitcher		1592427127111
6262-3	1592427138932	24	clickedObj		spoon_wood_green	high_difficulty	target	2	4	spoon_metal_blue	difficulty_distractor	distractor	1	2	spoon_metal_blue	difficulty_distractor	distractor	4	1	spoon_wood_blue	difficulty_distractor	distractor	3	3	1	1	0	green spoon		1592427136551
6262-3	1592427144175	25	clickedObj		table_metal_blue	high_difficulty	target	4	1	table_metal_green	difficulty_distractor	distractor	2	4	table_wood_green	difficulty_distractor	distractor	3	3	table_wood_green	difficulty_distractor	distractor	1	2	1	1	0	blue table		1592427143291
6262-3	1592427150181	26	clickedObj		chair_metal_purple	high_difficulty	target	2	3	chair_metal_green	difficulty_distractor	distractor	4	2	chair_plastic_green	difficulty_distractor	distractor	3	4	chair_plastic_green	difficulty_distractor	distractor	1	1	1	1	0	purple chair		1592427148799
6262-3	1592427158633	27	clickedObj		box_wood_blue	filler_color	target	3	4	vase_glass_green	filler	distractor	1	3	vase_glass_green	filler	distractor	2	1	ruler_metal_blue	filler	competitor	4	2	1	1	0	chest		1592427156630
6262-3	1592427172134	28	clickedObj		table_metal_blue	low_difficulty	target	1	3	table_wood_blue	difficulty_distractor	distractor	2	1	table_wood_brown_original	difficulty_distractor	distractor	3	4	table_wood_brown_original	difficulty_distractor	distractor	4	2	1	1	0	blue long table		1592427167110
6262-3	1592427179395	29	clickedObj		vase_wood_brown_original	filler_material	target	2	1	bowl_metal_silver_original	filler	distractor	3	4	bowl_metal_silver_original	filler	distractor	1	3	door_wood_red	filler	competitor	4	2	1	1	0	vase		1592427177218
6262-3	1592427191563	30	clickedObj		jacket_denim_purple	low_difficulty	target	1	2	jacket_leather_purple	difficulty_distractor	distractor	3	1	jacket_leather_black_original	difficulty_distractor	distractor	2	3	jacket_leather_black_original	difficulty_distractor	distractor	4	4	1	1	0	purple jean jacket		1592427189171
6262-3	1592427204009	31	clickedObj		plate_paper_blue	low_difficulty	target	1	1	plate_plastic_pink	difficulty_distractor	distractor	4	3	plate_plastic_pink	difficulty_distractor	distractor	3	4	plate_plastic_blue_original	difficulty_distractor	distractor	2	2	1	1	0	light blue paper plate		1592427201450
6262-3	1592427217973	32	clickedObj		bottle_plastic_green	low_difficulty	target	2	3	bottle_glass_blue	difficulty_distractor	distractor	3	4	bottle_glass_green	difficulty_distractor	distractor	1	1	bottle_glass_blue	difficulty_distractor	distractor	4	2	1	1	0	green plastic bottle - looks like sprite		1592427214429
0100-6	1592420449957	1	clickedObj		bowl_glass_clear_original	filler	distractor	2	2	box_wood_green	filler	competitor	3	3	vase_wood_brown_original	filler_material	target	4	1	bowl_glass_clear_original	filler	distractor	1	4	2	1	1	leyla deneme	leyla deneme	1592420441154___1592420448295
